user_id,book_id,is_read,rating,is_reviewed
0,649,1,4,1
0,648,1,4,1
0,647,0,0,1
0,646,1,3,1
0,645,1,4,1
0,644,1,4,1
0,643,0,0,0
0,642,1,5,1
0,641,0,0,1
0,640,0,0,0
0,639,0,0,0
0,638,1,4,1
0,637,0,0,0
0,636,1,5,0
0,635,1,5,1
0,634,1,5,1
0,633,1,5,0
0,632,0,0,0
0,631,0,0,0
0,630,0,0,0
0,629,0,0,0
0,628,0,0,0
0,627,1,4,0
0,626,0,0,1
0,625,0,0,0
0,624,1,5,0
0,623,1,4,1
0,622,0,0,0
0,621,0,0,0
0,620,1,5,0
0,619,1,4,1
0,618,0,0,0
0,617,0,0,0
0,616,0,0,0
0,615,0,0,0
0,614,1,3,0
0,613,1,5,1
0,612,0,0,0
0,611,1,3,0
0,610,0,0,0
0,609,0,0,0
0,608,1,5,1
0,607,0,0,0
0,606,1,2,1
0,605,0,0,0
0,604,0,0,0
0,603,1,5,0
0,602,0,0,0
0,601,1,3,1
0,600,1,4,1
0,599,0,0,0
0,598,1,5,0
0,597,0,0,0
0,596,0,0,0
0,595,0,0,1
0,594,1,5,0
0,593,0,0,0
0,592,0,0,0
0,591,0,0,0
0,590,1,5,0
0,589,0,0,0
0,588,1,5,1
0,587,0,0,0
0,586,1,4,0
0,585,1,5,1
0,584,1,5,1
0,583,0,0,0
0,582,1,4,0
0,581,1,4,1
0,580,1,5,1
0,579,0,0,0
0,578,0,0,0
0,577,0,0,0
0,576,0,0,0
0,575,0,0,1
0,574,1,4,1
0,573,1,5,1
0,572,0,0,0
0,571,0,0,1
0,570,0,0,0
0,569,0,0,0
0,568,1,4,0
0,567,1,4,0
0,566,1,5,0
0,565,1,4,0
0,564,1,4,0
0,563,1,4,0
0,562,1,4,0
0,561,0,0,0
0,560,0,0,0
0,559,0,0,0
0,558,0,0,0
0,557,1,3,1
0,556,0,0,0
0,555,1,3,1
0,554,1,5,0
0,553,0,0,0
0,552,0,0,0
0,551,0,0,0
0,550,1,4,1
0,549,0,0,0
0,548,0,0,0
0,547,1,5,0
0,546,1,4,1
0,545,1,3,1
0,544,0,0,1
0,543,0,0,0
0,542,0,0,0
0,541,1,3,0
0,540,0,0,0
0,539,0,0,1
0,538,0,0,0
0,537,1,5,0
0,536,1,5,1
0,535,1,5,1
0,534,0,0,0
0,533,0,0,0
0,532,0,0,0
0,531,1,4,0
0,530,1,3,0
0,529,0,0,0
0,528,0,0,0
0,527,0,0,1
0,526,0,0,0
0,525,0,0,1
0,524,1,5,1
0,523,1,0,0
0,522,0,0,0
0,521,0,0,0
0,520,1,3,1
0,519,0,0,0
0,518,0,0,1
0,517,0,0,0
0,516,0,0,0
0,515,1,3,0
0,514,0,0,0
0,513,1,5,1
0,512,1,5,1
0,511,1,5,1
0,510,0,0,0
0,509,1,4,1
0,508,1,0,0
0,507,1,4,0
0,506,0,0,0
0,505,0,0,0
0,504,1,5,1
0,503,1,5,0
0,502,0,0,0
0,501,0,0,0
0,500,0,0,0
0,499,0,0,0
0,498,0,0,0
0,497,1,2,0
0,496,1,3,1
0,495,0,0,0
0,494,0,0,0
0,493,1,3,0
0,492,0,0,1
0,491,0,0,0
0,490,1,5,1
0,489,0,0,0
0,488,1,3,1
0,487,0,0,1
0,486,0,0,0
0,485,1,4,0
0,484,0,0,1
0,483,0,0,1
0,482,1,4,1
0,481,0,0,0
0,480,1,4,1
0,479,0,0,0
0,478,0,0,0
0,477,0,0,0
0,476,0,0,0
0,475,0,0,0
0,474,0,0,0
0,473,0,0,0
0,472,1,5,1
0,471,0,0,0
0,470,0,0,0
0,469,1,4,1
0,468,0,0,0
0,467,0,0,0
0,466,0,0,1
0,465,1,4,1
0,464,0,0,0
0,463,0,0,0
0,462,0,0,0
0,461,1,5,0
0,460,1,5,0
0,459,1,5,0
0,458,1,5,0
0,457,1,5,1
0,456,0,0,1
0,455,0,0,0
0,454,0,0,0
0,453,1,4,1
0,452,1,5,1
0,451,1,5,1
0,450,0,0,0
0,449,0,0,0
0,448,0,0,0
0,447,0,0,0
0,446,1,4,0
0,445,0,0,0
0,444,1,5,0
0,443,1,5,0
0,442,1,5,0
0,441,1,5,0
0,440,1,5,0
0,439,1,5,0
0,438,1,5,0
0,437,0,0,0
0,436,0,0,0
0,435,0,0,0
0,434,0,0,0
0,433,0,0,0
0,432,1,4,0
0,431,0,0,0
0,430,1,5,1
0,429,1,2,0
0,428,1,4,0
0,427,1,5,0
0,426,1,4,1
0,425,0,0,0
0,424,0,0,0
0,423,1,5,0
0,422,0,0,0
0,421,1,4,1
0,420,1,4,1
0,419,0,0,0
0,418,0,0,0
0,417,1,4,1
0,416,0,0,0
0,415,1,5,1
0,414,0,0,0
0,413,0,0,1
0,412,0,0,0
0,411,0,0,1
0,410,1,5,1
0,409,0,0,0
0,408,1,3,1
0,407,0,0,0
0,406,1,5,0
0,405,1,5,1
0,404,1,5,0
0,403,1,3,1
0,402,1,0,0
0,401,1,5,0
0,400,1,5,0
0,399,1,5,0
0,398,0,0,0
0,397,0,0,0
0,396,0,0,0
0,395,1,0,0
0,394,0,0,0
0,393,0,0,0
0,392,1,3,0
0,391,1,5,0
0,390,0,0,0
0,389,0,0,0
0,388,0,0,0
0,387,1,4,0
0,386,0,0,0
0,385,0,0,0
0,384,1,5,0
0,383,1,4,1
0,382,0,0,0
0,381,1,3,1
0,380,1,5,0
0,379,0,0,0
0,378,1,3,1
0,377,1,4,1
0,376,0,0,0
0,375,0,0,0
0,374,0,0,0
0,373,0,0,0
0,372,0,0,0
0,371,0,0,0
0,370,0,0,0
0,369,0,0,0
0,368,0,0,0
0,367,1,5,1
0,366,0,0,0
0,365,1,5,0
0,364,0,0,0
0,363,0,0,0
0,362,0,0,0
0,361,1,4,0
0,360,0,0,0
0,359,0,0,0
0,358,0,0,0
0,357,1,5,0
0,356,1,5,0
0,355,1,5,0
0,354,1,5,0
0,353,1,5,0
0,352,1,5,0
0,351,1,5,0
0,350,1,5,0
0,349,1,5,0
0,348,1,5,0
0,347,1,5,0
0,346,1,5,0
0,345,1,5,0
0,344,1,5,0
0,343,1,5,0
0,342,1,5,0
0,341,1,5,0
0,340,0,0,0
0,339,1,5,0
0,338,0,0,0
0,337,0,0,0
0,336,1,5,1
0,335,0,0,0
0,334,1,4,1
0,333,0,0,0
0,332,1,4,1
0,331,1,4,0
0,330,1,5,0
0,329,1,4,0
0,328,0,0,0
0,327,0,0,0
0,326,0,0,0
0,325,0,0,0
0,324,0,0,0
0,323,0,0,0
0,322,1,4,1
0,321,0,0,0
0,320,0,0,1
0,319,0,0,0
0,318,1,5,1
0,317,1,0,0
0,316,0,0,0
0,315,0,0,0
0,314,0,0,0
0,313,0,0,0
0,312,1,4,1
0,311,1,5,1
0,310,0,0,0
0,309,0,0,0
0,308,0,0,0
0,307,1,5,1
0,306,0,0,0
0,305,0,0,0
0,304,0,0,0
0,303,1,5,1
0,302,0,0,0
0,301,0,0,0
0,300,0,0,0
0,299,0,0,0
0,298,0,0,0
0,297,0,0,0
0,296,0,0,0
0,295,0,0,0
0,294,0,0,0
0,293,0,0,0
0,292,0,0,0
0,291,0,0,0
0,290,1,5,0
0,289,0,0,0
0,288,0,0,0
0,287,0,0,0
0,286,0,0,0
0,285,1,5,0
0,284,1,5,0
0,283,0,0,0
0,282,0,0,0
0,281,0,0,0
0,280,0,0,0
0,279,0,0,0
0,278,0,0,0
0,277,0,0,0
0,276,0,0,0
0,275,1,4,1
0,274,0,0,0
0,273,1,4,0
0,272,1,4,1
0,271,1,5,1
0,270,1,2,0
0,269,0,0,0
0,268,1,4,0
0,267,1,3,0
0,266,1,4,0
0,265,1,5,1
0,264,0,0,0
0,263,1,4,1
0,262,0,0,0
0,261,0,0,0
0,260,0,0,0
0,259,1,5,0
0,258,0,0,0
0,257,1,5,1
0,256,1,5,1
0,255,1,4,0
0,254,1,4,0
0,253,0,0,1
0,252,1,5,0
0,251,1,4,1
0,250,0,0,0
0,249,1,5,0
0,248,1,5,1
0,247,0,0,0
0,246,0,0,0
0,245,1,5,0
0,244,1,5,1
0,243,1,4,1
0,242,0,0,0
0,241,0,0,0
0,240,0,0,0
0,239,0,0,0
0,238,0,0,0
0,237,0,0,0
0,236,0,0,0
0,235,0,0,1
0,234,1,3,0
0,233,1,4,1
0,232,0,0,0
0,231,1,5,1
0,230,0,0,0
0,229,0,0,0
0,228,0,0,0
0,227,1,5,1
0,226,1,5,1
0,225,0,0,0
0,224,0,0,0
0,223,1,5,1
0,222,0,0,0
0,221,0,0,0
0,220,0,0,0
0,219,1,5,1
0,218,1,4,0
0,217,0,0,0
0,216,1,5,1
0,215,1,5,0
0,214,0,0,0
0,213,0,0,0
0,212,0,0,0
0,211,0,0,0
0,210,0,0,0
0,209,0,0,0
0,208,0,0,0
0,207,0,0,0
0,206,0,0,0
0,205,0,0,0
0,204,1,4,0
0,203,0,0,0
0,202,0,0,0
0,201,1,3,0
0,200,1,0,0
0,199,1,3,1
0,198,0,0,0
0,197,1,4,0
0,196,0,0,0
0,195,0,0,0
0,194,0,0,0
0,193,1,5,0
0,192,0,0,0
0,191,0,0,0
0,190,0,0,0
0,189,0,0,0
0,188,0,0,0
0,187,0,0,0
0,186,1,5,1
0,185,0,0,0
0,184,0,0,0
0,183,1,4,1
0,182,0,0,0
0,181,1,5,0
0,180,0,0,0
0,179,0,0,0
0,178,0,0,1
0,177,1,5,0
0,176,1,5,1
0,175,0,0,0
0,174,1,5,0
0,173,0,0,0
0,172,1,3,1
0,171,0,0,1
0,170,0,0,0
0,169,0,0,0
0,168,0,0,0
0,167,1,5,0
0,166,0,0,0
0,165,0,0,0
0,164,1,5,1
0,163,1,4,1
0,162,1,5,1
0,161,0,0,0
0,160,1,4,1
0,159,0,0,0
0,158,0,0,0
0,157,0,0,0
0,156,0,0,0
0,155,0,0,0
0,154,1,4,0
0,153,1,4,1
0,152,0,0,0
0,151,0,0,0
0,150,0,0,0
0,149,0,0,0
0,148,0,0,0
0,147,0,0,0
0,146,1,5,0
0,145,0,0,0
0,144,0,0,0
0,143,0,0,0
0,142,0,0,0
0,141,0,0,0
0,140,0,0,0
0,139,1,4,1
0,138,1,5,0
0,137,0,0,0
0,136,0,0,0
0,135,1,5,1
0,134,0,0,0
0,133,1,4,1
0,132,1,5,0
0,131,0,0,0
0,130,0,0,0
0,129,0,0,0
0,128,0,0,0
0,127,0,0,0
0,126,1,5,0
0,125,0,0,0
0,124,1,3,0
0,123,0,0,0
0,122,0,0,0
0,121,0,0,0
0,120,0,0,0
0,119,0,0,0
0,118,0,0,0
0,117,1,4,1
0,116,0,0,0
0,115,0,0,0
0,114,1,5,1
0,113,0,0,0
0,112,0,0,0
0,111,0,0,0
0,110,0,0,0
0,109,0,0,0
0,108,0,0,1
0,107,0,0,0
0,106,1,5,1
0,105,0,0,1
0,104,1,4,0
0,103,1,3,1
0,102,1,5,1
0,101,0,0,0
0,100,1,3,1
0,99,0,0,0
0,98,0,0,0
0,97,1,3,0
0,96,1,4,1
0,95,0,0,0
0,94,1,5,1
0,93,0,0,0
0,92,0,0,0
0,91,0,0,0
0,90,1,5,0
0,89,0,0,0
0,88,0,0,0
0,87,0,0,0
0,86,0,0,0
0,85,1,5,1
0,84,1,2,0
0,83,0,0,0
0,82,0,0,0
0,81,0,0,0
0,80,0,0,0
0,79,0,0,0
0,78,0,0,0
0,77,0,0,0
0,76,0,0,0
0,75,0,0,0
0,74,0,0,0
0,73,1,4,1
0,72,0,0,0
0,71,0,0,0
0,70,0,0,1
0,69,0,0,0
0,68,1,5,0
0,67,0,0,0
0,66,0,0,0
0,65,0,0,0
0,64,0,0,0
0,63,0,0,0
0,62,0,0,0
0,61,0,0,0
0,60,0,0,0
0,59,0,0,0
0,58,0,0,0
0,57,0,0,0
0,56,0,0,0
0,55,0,0,0
0,54,0,0,0
0,53,0,0,0
0,52,0,0,0
0,51,0,0,0
0,50,0,0,0
0,49,0,0,0
0,48,0,0,0
0,47,0,0,0
0,46,0,0,0
0,45,0,0,0
0,44,0,0,0
0,43,0,0,0
0,42,0,0,0
0,41,0,0,0
0,40,0,0,0
0,39,0,0,0
0,38,0,0,0
0,37,0,0,0
0,36,0,0,0
0,35,0,0,0
0,34,0,0,0
0,33,0,0,0
0,32,0,0,0
0,31,0,0,0
0,30,0,0,0
0,29,0,0,0
0,28,0,0,0
0,27,0,0,0
0,26,0,0,0
0,25,0,0,0
0,24,1,4,1
0,23,1,4,1
0,22,1,3,1
0,21,1,5,1
0,20,0,0,0
0,19,0,0,0
0,18,0,0,0
0,17,0,0,0
0,16,0,0,0
0,15,0,0,0
0,14,1,5,1
0,13,1,0,0
0,12,0,0,0
0,11,0,0,0
0,10,0,0,0
0,9,0,0,0
0,8,0,0,0
0,7,0,0,0
0,6,0,0,0
0,5,0,0,0
0,4,0,0,0
0,3,0,0,0
0,2,0,0,0
0,1,0,0,0
0,0,0,0,0
1,1065,1,4,0
1,1064,1,4,0
1,1063,1,4,0
1,1062,1,5,0
1,1061,0,0,0
1,1060,0,0,0
1,1059,0,0,0
1,1058,1,5,0
1,1057,0,0,0
1,1056,0,0,0
1,1055,1,5,0
1,1054,0,0,0
1,1053,0,0,0
1,1051,1,5,0
1,1052,0,0,0
1,1050,1,3,0
1,1049,0,0,0
1,1048,1,5,0
1,1047,0,0,0
1,1046,0,0,0
1,1045,1,5,0
1,1044,1,5,0
1,1043,1,5,0
1,1042,1,5,0
1,846,1,5,0
1,1041,1,5,0
1,828,1,3,0
1,1040,1,5,0
1,259,1,5,0
1,1039,1,4,0
1,1038,1,5,0
1,1037,1,5,0
1,1035,1,5,0
1,1036,1,5,0
1,1034,1,5,0
1,1033,1,5,0
1,1031,1,5,0
1,1032,1,5,0
1,1030,1,5,0
1,1028,1,5,0
1,1029,1,5,0
1,1027,1,4,0
1,1026,1,5,0
1,1025,1,5,0
1,1022,1,5,0
1,1023,1,5,0
1,1024,1,5,0
1,1021,1,5,0
1,943,1,5,0
1,1020,0,0,0
1,704,1,5,0
1,1019,1,5,0
1,1018,1,5,0
1,1017,1,5,0
1,439,1,5,0
1,1016,1,5,0
1,1015,1,5,0
1,1014,1,5,0
1,858,1,5,0
1,536,0,0,0
1,1013,1,5,0
1,1012,1,5,0
1,1011,1,4,0
1,670,1,5,0
1,1010,1,3,0
1,1009,0,0,0
1,1008,1,4,0
1,1007,1,5,0
1,1006,0,0,0
1,1005,0,0,0
1,1004,1,3,0
1,1003,1,5,0
1,1002,1,5,0
1,1001,1,5,0
1,1000,1,4,0
1,999,1,5,0
1,998,1,4,0
1,706,1,5,0
1,997,1,5,0
1,996,1,5,0
1,995,0,0,0
1,994,1,5,0
1,993,1,4,0
1,992,1,5,0
1,991,1,4,1
1,990,1,2,1
1,989,1,2,1
1,988,1,3,0
1,987,1,3,1
1,986,1,5,1
1,985,1,2,1
1,984,1,5,1
1,983,1,4,1
1,982,1,0,0
1,981,0,0,0
1,980,0,0,0
1,979,0,0,0
1,978,1,4,1
1,977,1,4,1
1,976,1,3,1
1,975,1,3,1
1,974,1,2,1
1,973,1,5,1
1,972,1,1,1
1,971,1,1,1
1,970,1,3,1
1,969,1,5,1
1,941,1,5,0
1,613,1,5,0
1,938,1,4,0
1,944,1,4,0
1,968,1,5,0
1,939,1,4,0
1,669,1,4,0
1,668,1,5,0
1,772,1,5,0
1,967,0,0,0
1,966,0,0,0
1,965,0,0,0
1,964,1,5,0
1,963,1,5,1
1,962,0,0,0
1,961,0,0,0
1,960,0,0,0
1,959,0,0,0
1,958,0,0,0
1,957,0,0,0
1,956,0,0,0
1,955,0,0,0
1,954,0,0,0
1,953,0,0,0
1,952,1,0,0
1,951,1,0,0
1,531,1,0,0
1,950,1,4,1
1,949,1,4,1
2,1227,1,4,0
2,1226,1,4,0
2,1225,1,3,0
2,1224,1,4,0
2,613,1,4,0
2,898,1,3,0
2,862,1,3,0
2,858,1,3,0
2,943,1,3,0
2,968,1,3,0
2,938,1,3,0
2,941,1,3,0
2,1223,1,4,0
2,939,1,3,0
2,1009,1,2,0
2,1222,1,4,0
2,1221,1,3,0
2,1220,1,4,0
2,1219,1,4,0
2,786,1,5,0
2,821,1,3,0
2,839,1,3,0
2,997,1,3,0
2,1013,1,4,0
2,1003,1,5,0
2,531,1,5,0
2,1218,1,4,0
2,1217,1,2,0
2,1216,1,4,0
2,1215,1,4,0
2,706,1,4,0
2,458,1,4,0
2,704,0,0,0
2,1214,1,3,0
2,1213,1,3,0
2,1212,1,4,0
2,1211,1,4,0
2,1210,1,4,1
2,1209,1,4,0
2,739,1,3,0
2,1208,0,0,0
2,1207,0,0,0
2,1206,1,2,0
2,1010,1,4,0
2,1205,0,0,0
2,1204,1,3,0
2,924,1,3,0
2,1011,1,3,0
2,1203,1,2,0
2,1012,1,4,0
2,828,1,4,0
2,892,1,4,0
2,461,1,3,0
2,1202,1,4,0
2,438,1,4,0
2,547,1,3,0
2,586,1,4,0
2,999,1,3,0
2,1201,1,3,0
2,1200,1,2,0
2,1199,1,4,0
2,1198,1,2,0
2,1197,1,3,0
2,1196,1,4,0
2,1195,1,4,0
2,1194,1,4,0
2,947,1,5,0
2,1193,1,3,0
2,1192,1,4,0
2,1191,0,0,0
2,1190,1,5,0
2,1189,1,4,0
2,1188,1,3,0
2,1187,1,3,0
2,1186,1,2,0
2,1185,1,4,0
2,1184,1,3,0
2,1183,1,3,0
2,1182,1,3,0
2,1181,1,3,0
2,1180,1,3,0
2,1179,1,3,0
2,1178,1,3,0
2,1177,1,3,0
2,1176,1,3,0
2,1175,1,3,0
2,1174,1,3,0
2,1173,1,3,0
2,1172,1,3,0
2,1171,1,3,0
2,1170,1,4,0
2,1169,1,2,0
2,1168,1,3,0
2,499,1,4,0
2,1167,1,3,0
2,1166,1,3,0
2,1165,1,3,0
2,1164,1,3,0
2,1163,1,3,0
2,1162,1,4,0
2,1161,1,3,0
2,1160,1,3,0
2,1159,1,5,0
2,1158,1,3,0
2,1157,1,3,0
2,1156,1,3,0
2,1155,1,2,0
2,1154,1,4,0
2,1153,1,4,0
2,1152,1,4,0
2,1151,1,5,0
2,1150,1,4,0
2,1149,1,5,0
2,1148,1,3,0
2,1147,1,3,0
2,1146,1,3,0
2,1145,1,4,0
2,1144,1,4,0
2,1143,1,4,0
2,1142,0,0,0
2,1141,1,3,0
2,1140,1,4,0
2,1139,1,3,0
2,1138,1,3,0
2,1045,1,3,0
2,1137,1,4,0
2,1136,1,4,0
2,1135,1,4,0
2,1134,1,3,0
2,1133,1,4,0
2,1132,1,4,0
2,1131,1,3,0
2,1130,1,3,0
2,1129,1,4,0
2,1128,1,4,0
2,1127,1,4,0
2,1126,1,4,0
2,1125,1,4,0
2,1124,1,3,0
2,530,1,4,0
2,1123,1,3,0
2,1122,1,4,0
2,51,1,3,0
2,1053,1,3,0
2,1121,1,5,0
2,1120,1,3,0
2,1119,1,3,0
2,1118,1,4,0
2,1117,1,4,0
2,66,1,3,0
2,1116,1,3,0
2,1115,1,3,0
2,1047,1,4,0
2,1114,0,0,0
2,1113,0,0,0
2,1112,1,4,0
2,1000,1,4,0
2,1111,0,0,0
2,1110,1,5,0
2,1109,1,4,0
2,1108,1,3,0
2,1107,1,4,0
2,1106,1,4,0
2,1105,1,4,0
2,1104,1,3,0
2,1103,1,3,0
2,1102,1,3,0
2,1101,0,0,0
2,1100,0,0,0
2,1099,0,0,0
2,1098,0,0,0
2,1007,1,4,0
2,1097,1,3,0
2,1096,1,3,0
2,1095,1,4,0
2,1094,1,3,0
2,1093,1,3,0
2,1092,1,4,0
2,1091,1,4,0
2,1090,1,3,0
2,1089,1,5,0
2,1088,1,3,0
2,1087,1,4,0
2,1086,1,4,0
2,1085,1,3,0
2,1084,1,4,0
2,1083,1,4,0
2,1082,1,3,0
2,1081,1,3,0
2,1080,1,3,0
2,1079,1,4,0
2,1078,1,3,0
2,1077,1,4,0
2,1076,1,4,0
2,1075,1,3,0
2,1074,1,5,1
2,1073,1,3,0
2,1072,1,5,1
2,1071,1,4,0
2,1070,1,4,0
2,1069,1,3,0
2,1068,1,4,0
2,1067,1,4,0
2,1066,1,3,0
3,1496,1,5,0
3,1495,1,5,0
3,1494,1,4,0
3,1493,1,3,0
3,1492,0,0,0
3,1491,1,2,0
3,1490,0,0,0
3,1196,1,0,0
3,1489,0,0,0
3,1488,1,3,1
3,1004,1,5,0
3,1487,1,4,0
3,1486,1,3,0
3,1485,0,0,0
3,1075,1,3,0
3,1484,0,0,0
3,493,1,3,0
3,1483,0,0,0
3,1482,0,0,0
3,1481,0,0,0
3,1480,1,4,0
3,1479,0,0,0
3,1478,1,0,0
3,1477,1,3,0
3,1476,1,4,0
3,1475,0,0,0
3,1474,0,0,0
3,1473,1,0,0
3,1472,0,0,0
3,1471,1,4,0
3,1470,1,0,0
3,1469,1,2,0
3,1468,1,3,0
3,1467,0,0,0
3,1466,0,0,0
3,1465,1,3,0
3,317,1,4,0
3,1464,0,0,0
3,1463,0,0,0
3,1462,1,4,0
3,1461,1,3,0
3,1460,0,0,0
3,1459,1,0,0
3,1458,1,0,0
3,1457,0,0,0
3,1456,0,0,0
3,1455,1,0,0
3,1454,0,0,0
3,1453,1,2,0
3,1452,0,0,0
3,1451,0,0,0
3,1450,1,0,0
3,1449,1,5,0
3,1448,1,4,0
3,332,1,4,0
3,1447,0,0,0
3,1446,0,0,0
3,1445,0,0,0
3,1444,1,3,0
3,1443,1,4,0
3,1442,1,0,0
3,1441,0,0,0
3,334,1,4,0
3,1440,1,0,0
3,1077,0,0,0
3,1222,1,0,0
3,1439,1,4,0
3,1438,1,4,0
3,1437,1,4,0
3,1436,1,0,0
3,1435,0,0,0
3,1205,1,4,0
3,1050,1,4,0
3,1434,1,1,0
3,1433,1,0,0
